STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HN01,HN01_ATTRIBUTES,HN02,HN02_ATTRIBUTES,HN03,HN03_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,HX01,HX01_ATTRIBUTES,HX02,HX02_ATTRIBUTES,HX03,HX03_ATTRIBUTES,LN01,LN01_ATTRIBUTES,LN02,LN02_ATTRIBUTES,LN03,LN03_ATTRIBUTES,LX01,LX01_ATTRIBUTES,LX02,LX02_ATTRIBUTES,LX03,LX03_ATTRIBUTES,MN01,MN01_ATTRIBUTES,MN02,MN02_ATTRIBUTES,MN03,MN03_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MX01,MX01_ATTRIBUTES,MX02,MX02_ATTRIBUTES,MX03,MX03_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES
USC00042294,2010-02,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0,0,0,",0",13,",0",6,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",,,,,1.7,",0,10,",0,",,0,28,+",0,",,0,28,+",21.8,",,0,24,",20.6,",0,18,",42.9,"4,,,0",1093.3,0,12.8,",,,0,3,2",11.7,",,,0,3,3",,,204.9,",0",14.4,"2,,,0,3,2",12.2,",,,0,3,3",,,8.9,",,,0,3,2",8.9,",,,0,3,3",,,10.6,"2,,,0,3,2",9.4,",,,0,3,3",,,10.5,",,,0,3,2",10.1,",,,0,3,3",,,6.9,",,,0",12.1,"2,,,0,3,2",10.5,",,,0,3,3",,,15.47,",,,0",73.1,",,,0",0,",,,0",11.02,",0",15.48,",,,0",6.55,",,,0",,
USC00042294,2010-03,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0,0,0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",10,",0",0,",0",,,,,1.1,",0,11,",0,",,0,31,+",0,",,0,31,+",0,",,0,31,+",26.7,",0,20,",128.5,",,,0",1284.3,0,15.6,",,,0,3,2",15.6,",,,0,3,3",,,191,",0",18.9,"2,,,0,3,2",16.1,",,,0,3,3",,,9.4,",,,0,3,2",10,",,,0,3,3",,,10.6,"2,,,0,3,2",10,",,,0,3,3",,,12.3,",,,0,3,2",12,",,,0,3,3",,,6.38,",,,0",14.6,"2,,,0,3,2",12.5,",,,0,3,3",,,19.64,",,,0",0,",,,0",0,",,,0",12.17,",0",18.57,",,,0",5.77,",,,0",,
USC00042294,2010-04,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0.8,0,0.8,",0",11,",0",9,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",11,",0",0,",0",,,,,1.7,",0,06,+",0,",,0,30,+",0,",,0,30,+",24.1,",,0,12,",27.8,",0,26,",139.5,"1,,,0",1449.3,0,18.3,"1,,,0,3,2",17.2,"3,,,0,3,3",,,165,",0",21.1,"1,,,0,3,2",17.8,"2,,,0,3,3",,,10.6,"1,,,0,3,2",12.2,"3,,,0,3,3",,,12.2,"1,,,0,3,2",12.8,"2,,,0,3,3",,,14,"1,,,0,3,2",14.6,"3,,,0,3,3",,,8.01,",,,0",16.7,"1,,,0,3,2",15.3,"2,,,0,3,3",,,21.19,"1,,,0",81.9,",,,0",0,",,,0",12.86,",0",18.87,",,,0",6.86,",,,0",,
USC00042294,2010-05,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",13,0,12.2,",0",6,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",22,",0",1,",0",,,,,3.9,",0,22,+",0,",,0,31,+",0,",,0,31,+",4.1,",,0,28,+",32.2,",0,31,",241.8,",,,0",1522.5,0,21.7,",,,0,3,2",21.1,"1,,,0,3,3",,,73.2,",0",25,",,,0,3,2",21.7,"1,,,0,3,3",,,15,",,,0,3,2",16.1,"1,,,0,3,3",,,18.3,",,,0,3,2",16.7,"1,,,0,3,3",,,18.6,",,,0,3,2",19.1,"1,,,0,3,3",,,10.31,",,,0",21.7,",,,0,3,2",19.8,"1,,,0,3,3",,,25.39,",,,0",15.3,",,,0",0,",,,0",16.36,",0",23.87,",,,0",8.86,",,,0",,
USC00042294,2010-06,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",136,0,123,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",12,",0",,,,,9.4,",0,20,+",0,",,0,30,+",0,",,0,30,+",0,",,0,30,+",39.4,",0,29,",309.4,",,,0",1524.2,0,30.6,",,,0,3,2",29.4,"1,,,0,3,3",,,1.7,",0",34.4,"2,,,0,3,2",30,"1,,,0,3,3",,,22.8,",,,0,3,2",21.7,"1,,,0,3,3",,,25,"2,,,0,3,2",22.2,"1,,,0,3,3",,,26.4,",,,0,3,2",26.2,"1,,,0,3,3",,,15.37,",,,0",29.6,"2,,,0,3,2",26.7,"1,,,0,3,3",,,32.35,",,,0",0,",,,0",0,",,,0",22.38,",0",31.07,",,,0",13.68,",,,0",,
USC00042294,2010-07,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",277.4,0,141.4,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",18,",0",,,,,9.4,",0,30,",0,",,0,31,+",0,",,0,31,+",0,",,0,31,+",38.3,",0,17,+",283.8,"1,,,0",0,0,31.7,",,,0,3,2",31.7,",,,0,3,3",,,0,",0",35.6,",,,0,3,2",32.2,",,,0,3,3",,,13.3,",,,0,3,2",28.3,",,,0,3,3",,,31.7,",,,0,3,2",29.4,",,,0,3,3",,,29.2,",,,0,3,2",30,",,,0,3,3",,,16.13,",,,0",33.1,",,,0,3,2",30.6,",,,0,3,3",,,34.67,",,,0",0,",,,0",0,",,,0",22.9,",0",33.03,",,,0",12.76,",,,0",,
USC00042294,2010-08,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",379.2,0,101.8,"1,0",0,",0",0,",0",0,",0",0,",0",0,",0",0,"1,0",0,"1,0",0,",0",31,",0",13,",0",,,,,9.4,"1,0,12,",0,",,0,31,+",0,",,0,31,+",0,",,0,31,+",42.2,",0,26,",256.4,",,,0",0.3,0,29.4,",,,0,3,2",30,"2,,,0,3,3",,,0.3,",0",32.8,",,,0,3,2",31.1,"2,,,0,3,3",,,26.7,",,,0,3,2",27.8,"2,,,0,3,3",,,28.9,",,,0,3,2",28.3,"2,,,0,3,3",,,27.9,",,,0,3,2",28.6,"2,,,0,3,3",,,14.75,",,,0",31.2,",,,0,3,2",29.4,"2,,,0,3,3",,,32.72,",,,0",0,",,,0",0,",,,0",21.69,"1,0",31.77,",,,0",11.6,"1,,,0",,
USC00042294,2010-09,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",497.5,0,118.3,"2,0",3,"2,0",1,"2,0",0,"2,0",0,",0",0,",0",0,"2,0",0,"2,0",0,"2,0",28,"2,0",15,"2,0",,,,,6.7,"2,0,14,",0,",,0,30,+",0,",,0,30,+",2.8,"2,,0,09,",39.4,"2,0,30,",214.5,"3,,,0",3.6,0,27.8,"2,,,0,3,2",28.9,"2,,,0,3,3",,,3.3,"2,0",31.7,"2,,,0,3,2",30,"2,,,0,3,3",,,23.9,"2,,,0,3,2",25,"2,,,0,3,3",,,26.1,"2,,,0,3,2",25.6,"2,,,0,3,3",,,25.8,"2,,,0,3,2",26.8,"2,,,0,3,3",,,15.23,"3,,,0",28.6,"2,,,0,3,2",27.5,"2,,,0,3,3",,,30.34,"2,,,0",5.3,"2,,,0",0,",,,0",22.44,"2,0",32.22,"2,,,0",12.67,"2,,,0",,
USC00042294,2010-10,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",549.7,0,52.2,",0",7,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",21,",0",9,",0",,,,,5,",0,27,",0,",,0,31,+",0,",,0,31,+",14,",,0,25,",34.4,",0,15,",142.5,"2,,,0",61.5,0,26.1,",,,0,3,2",27.2,"2,,,0,3,3",,,57.9,",0",28.9,",,,0,3,2",27.8,"2,,,0,3,3",,,15.6,",,,0,3,2",16.7,"2,,,0,3,3",,,16.7,",,,0,3,2",16.7,"2,,,0,3,3",,,21.5,",,,0,3,2",23,"2,,,0,3,3",,,11.81,",,,0",23.4,",,,0,3,2",23.7,"2,,,0,3,3",,,23.54,",,,0",23.1,",,,0",0,",,,0",18.15,",0",25.39,",,,0",10.91,",,,0",,
USC00042294,2010-11,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",550,0,0.3,"2,0",8,",0",5,",0",0,",0",0,",0",0,",0",0,"2,0",2,"2,0",0,",0",12,",0",0,",0",,,,,0,"2,0,28,+",0,",,0,30,+",0,",,0,30,+",22.1,",,0,21,",26.7,",0,15,+",111,",,,0",239.5,0,17.8,"2,,,0,3,2",17.2,"1,,,0,3,3",,,178,",0",20,"2,,,0,3,2",17.8,"1,,,0,3,3",,,7.8,"2,,,0,3,2",9.4,"1,,,0,3,3",,,9.4,"2,,,0,3,2",9.4,"1,,,0,3,3",,,13,"2,,,0,3,2",14.4,"1,,,0,3,3",,,7.07,"3,,,0",14.9,"2,,,0,3,2",14.9,"1,,,0,3,3",,,16.5,",,,0",53.7,",,,0",0,",,,0",12.04,"2,0",18.35,",,,0",5.72,"2,,,0",,
USC00042294,2010-12,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",550,0,0,"1,0",18,",0",14,",0",1,",0",0,",0",0,",0",0,"1,0",2,"1,0",0,"1,0",2,"1,0",0,"1,0",,,,,-1.1,"1,0,31,+",0,",,0,31,+",0,",,0,31,+",30.2,",,0,19,",21.7,"1,0,05,",36,",,,0",484.5,0,13.3,",,,0,3,2",12.8,"3,,,0,3,3",,,245,"1,0",13.9,",,,0,3,2",13.3,"3,,,0,3,3",,,6.1,",,,0,3,2",8.9,"3,,,0,3,3",,,8.3,",,,0,3,2",8.9,"3,,,0,3,3",,,9.9,",,,0,3,2",10.4,"3,,,0,3,3",,,6.43,",,,0",11.1,",,,0,3,2",11,"3,,,0,3,3",,,11.52,",,,0",139.4,",,,0",0,",,,0",10.17,"1,0",13.71,"1,,,0",6.63,"1,,,0",,
USC00042294,2011-01,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0,K,0,",K",13,",K",4,",K",0,",K",,,,,0,",K",3,",K",0,",K",1,",K",0,",K",,,,,-2.2,",K,10,",,,,,15.7,",,K,02,",21.7,",K,23,",38.3,"1,,,K",824.2,K,10,",,,K,3,2",10,"2,,,K,3,3",,,339.7,",K",11.1,",,,K,3,2",10,"2,,,K,3,3",,,5.6,",,,K,3,2",6.1,"2,,,K,3,3",,,6.7,",,,K,3,2",6.7,"2,,,K,3,3",,,7.7,",,,K,3,2",8,"2,,,K,3,3",,,3.53,"2,,,K",9,",,,K,3,2",8.5,"2,,,K,3,3",,,10.12,"2,,,K",48.2,",,,K",,,7.38,",K",11.51,",,,K",3.25,",,,K",,
USC00042294,2011-02,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0,K,0,"2,K",10,",K",5,",K",1,",K",,,,,0,"2,K",4,"2,K",0,",K",3,",K",0,",K",,,,,-1.1,"2,K,27,+",,,,,32,",,K,25,",23.9,",K,06,",96.1,"1,,,K",1068.7,K,11.1,",,,K,3,2",11.1,"1,,,K,3,3",,,244.5,",K",13.3,",,,K,3,2",11.1,"1,,,K,3,3",,,6.1,",,,K,3,2",6.1,"1,,,K,3,3",,,7.8,",,,K,3,2",7.2,"1,,,K,3,3",,,8.7,",,,K,3,2",9,"1,,,K,3,3",,,2.71,"3,,,K",10.5,",,,K,3,2",9.7,"1,,,K,3,3",,,14.78,"3,,,K",88.2,",,,K",,,8.83,"2,K",15.2,",,,K",2.45,"2,,,K",,
USC00042294,2011-03,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0.9,K,0.9,",K",16,",K",12,",K",2,",K",,,,,0,",K",0,",K",0,",K",2,",K",0,",K",,,,,1.1,",K,01,",,,,,32,",,K,25,",27.8,",K,31,",85.2,",,,K",1280.1,K,13.3,",,,K,3,2",12.2,"5,,,K,3,3",,,211.4,",K",15.6,",,,K,3,2",13.3,"5,,,K,3,3",,,7.2,",,,K,3,2",6.1,"5,,,K,3,3",,,10,",,,K,3,2",7.8,"5,,,K,3,3",,,10.7,",,,K,3,2",10.2,"5,,,K,3,3",,,6.65,",,,K",12.5,",,,K,3,2",11.4,"5,,,K,3,3",,,16.73,",,,K",161.3,",,,K",,,11.54,",K",16.27,",,,K",6.81,",,,K",,
USC00042294,2011-04,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",4.8,K,3.9,",K",3,",K",0,",K",0,",K",,,,,0,",K",0,",K",0,",K",19,",K",0,",K",,,,,1.1,",K,08,",,,,,1,",,K,21,",27.8,",K,02,",195,",,,K",1385.5,K,20,",,,K,3,2",20.6,"2,,,K,3,3",,,105.4,",K",23.3,",,,K,3,2",21.1,"2,,,K,3,3",,,14.4,",,,K,3,2",12.8,"2,,,K,3,3",,,17.2,",,,K,3,2",13.9,"2,,,K,3,3",,,17.2,",,,K,3,2",17.5,"2,,,K,3,3",,,8.71,",,,K",20.1,",,,K,3,2",18.2,"2,,,K,3,3",,,23.44,",,,K",2.1,",,,K",,,14.95,",K",22.07,",,,K",7.82,",,,K",,
USC00042294,2011-05,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",15.9,K,11.1,"1,K",7,",K",4,",K",0,",K",,,,,0,"1,K",0,"1,K",0,",K",24,",K",2,",K",,,,,5.6,"1,K,29,",,,,,7.6,",,K,18,",33.9,",K,06,",248.4,",,,K",1448.3,K,23.3,",,,K,3,2",23.3,"4,,,K,3,3",,,62.8,",K",27.2,",,,K,3,2",23.9,"4,,,K,3,3",,,15.6,",,,K,3,2",17.2,"4,,,K,3,3",,,17.2,",,,K,3,2",19.4,"4,,,K,3,3",,,20.5,",,,K,3,2",21.4,"4,,,K,3,3",,,10.14,",,,K",23.8,",,,K,3,2",22.2,"4,,,K,3,3",,,25.56,",,,K",24.5,",,,K",,,16.67,"1,K",24.32,",,,K",9.02,"1,,,K",,
USC00042294,2011-06,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",115.5,K,99.6,",K",7,",K",4,",K",0,",K",,,,,0,",K",0,",K",0,",K",24,",K",10,",K",,,,,7.2,",K,03,+",,,,,22.9,",,K,29,",39.4,",K,22,",239.6,",,,K",1480,K,30,"1,,,K,3,2",30.6,"5,,,K,3,3",,,31.7,",K",33.9,"1,,,K,3,2",,,,,17.2,"1,,,K,3,2",18.3,"5,,,K,3,3",,,18.9,"1,,,K,3,2",,,,,24.1,"1,,,K,3,2",24.8,"5,,,K,3,3",,,14.69,",,,K",27.6,"1,,,K,3,2",,,,,29.73,",,,K",44,",,,K",,,20.6,",K",28.45,",,,K",12.74,",,,K",,
USC00042294,2011-07,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",281,K,165.5,",K",0,",K",0,",K",0,",K",,,,,0,",K",0,",K",0,",K",31,",K",19,",K",,,,,11.1,",K,15,",,,,,0,",,K,31,+",39.4,",K,04,",293.3,",,,K",0,K,31.7,",,,K,3,2",31.7,"1,,,K,3,3",,,0,",K",35.6,"1,,,K,3,2",32.2,"1,,,K,3,3",,,26.1,",,,K,3,2",26.1,"1,,,K,3,3",,,28.9,"1,,,K,3,2",26.7,"1,,,K,3,3",,,29.7,",,,K,3,2",30,"1,,,K,3,3",,,16.99,",,,K",33.3,"1,,,K,3,2",30.5,"1,,,K,3,3",,,34.67,",,,K",0,",,,K",,,23.67,",K",33.05,",,,K",14.3,",,,K",,
USC00042294,2011-08,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",419.1,K,138.1,",K",0,",K",0,",K",0,",K",,,,,0,",K",0,",K",0,",K",31,",K",22,",K",,,,,10.6,",K,31,+",,,,,0,",,K,31,+",36.7,",K,25,",257.6,"1,,,K",0,K,30.6,",,,K,3,2",31.1,",,,K,3,3",,,0,",K",36.7,",,,K,3,2",34.4,",,,K,3,3",,,26.1,",,,K,3,2",27.8,",,,K,3,3",,,32.8,",,,K,3,2",30,",,,K,3,3",,,28.6,",,,K,3,2",29.3,",,,K,3,3",,,15.72,",,,K",34.3,",,,K,3,2",32,",,,K,3,3",,,34.06,",,,K",0,",,,K",,,22.79,",K",33.25,",,,K",12.33,",,,K",,
USC00042294,2011-09,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",591.6,K,172.5,",K",1,",K",0,",K",0,",K",,,,,0,",K",0,",K",0,",K",30,",K",22,",K",,,,,10.6,",K,16,+",,,,,0.3,",,K,26,",39.4,",K,10,",224.2,",,,K",0.8,K,,,,,,,0.8,",K",,,,,,,,,,,,,,,,,,,,,,,,,16.95,"1,,,K",,,,,,,32.48,",,,K",0.3,",,,K",,,24.06,",K",34.17,",,,K",13.95,",,,K",,
USC00042294,2011-10,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",622,K,30.4,",K",6,",K",5,",K",0,",K",,,,,0,",K",0,",K",0,",K",27,",K",0,",K",,,,,3.9,",K,27,",,,,,8.9,",,K,05,",31.1,",K,16,",134.2,",,,K",32.9,K,24.4,",,,K,3,2",25.6,",,,K,3,3",,,32.1,",K",31.1,",,,K,3,2",30,",,,K,3,3",,,15,",,,K,3,2",16.7,",,,K,3,3",,,20,",,,K,3,2",20,",,,K,3,3",,,18.6,",,,K,3,2",20,",,,K,3,3",,,13.15,",,,K",24,",,,K,3,2",23.4,",,,K,3,3",,,25.99,",,,K",30,",,,K",,,18.28,",K",25.83,",,,K",10.73,",,,K",,
USC00042294,2011-11,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",624.2,K,2.2,"1,K",12,",K",3,",K",0,",K",,,,,0,"1,K",0,"1,K",0,",K",4,",K",0,",K",,,,,0.6,"1,K,08,",,,,,10.4,",,K,06,",27.2,",K,01,",77.6,",,,K",256.8,K,16.7,",,,K,3,2",17.8,",,,K,3,3",,,223.9,",K",21.7,",,,K,3,2",22.2,",,,K,3,3",,,8.9,",,,K,3,2",10,",,,K,3,3",,,11.1,",,,K,3,2",11.7,",,,K,3,3",,,11,",,,K,3,2",12.5,",,,K,3,3",,,5.72,",,,K",14.9,",,,K,3,2",15,",,,K,3,3",,,14.78,",,,K",31.1,",,,K",,,10.8,"1,K",16.57,",,,K",5.02,"1,,,K",,
USC00042294,2011-12,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",624.2,K,0,"2,K",6,",K",1,",K",0,",K",,,,,0,"2,K",17,"2,K",0,",K",1,",K",0,",K",,,,,-3.9,"2,K,24,",,,,,8.4,",,K,15,",22.2,",K,03,",108.2,"1,,,K",565.4,K,10,",,,K,3,2",10.6,"1,,,K,3,3",,,308.6,",K",14.4,",,,K,3,2",14.4,",,,K,3,3",,,3.9,",,,K,3,2",5,"1,,,K,3,3",,,7.2,",,,K,3,2",7.2,",,,K,3,3",,,6.4,",,,K,3,2",7.7,"1,,,K,3,3",,,,,10.2,",,,K,3,2",10.2,",,,K,3,3",,,11.27,",,,K",10.3,",,,K",,,7.73,"2,K",15.15,",,,K",0.32,"2,,,K",,
USC00042294,2012-01,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0,7,0,",K",5,",K",3,",K",2,",K",,,,,0,",K",11,",K",0,",K",0,",K",0,",K",,,,,-6.1,",K,17,",,,,,40.6,",,K,23,",20,",K,06,",81.3,"1,,,K",858.6,7,,,,,,,293.2,",K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.5,",,,K",,,8.87,",K",15.97,",,,K",1.77,",,,K",,
USC00042294,2012-02,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0,7,0,",K",8,",K",2,",K",0,",K",,,,,0,",K",1,",K",0,",K",4,",K",0,",K",,,,,-1.1,",K,27,",,,,,8.9,",,K,07,",23.9,",K,23,",126.5,",,,K",1076,7,12.8,",,,K,3,2",13.3,",,,K,3,3",,,217.4,",K",18.3,",,,K,3,2",16.1,",,,K,3,3",,,7.8,",,,K,3,2",8.9,",,,K,3,3",,,11.1,",,,K,3,2",11.1,",,,K,3,3",,,9.4,",,,K,3,2",10.6,",,,K,3,3",,,6.18,",,,K",13.5,",,,K,3,2",12.5,",,,K,3,3",,,17.43,",,,K",22.2,",,,K",,,10.84,",K",17.11,",,,K",4.57,",,,K",,
USC00042294,2012-03,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0,7,0,",7",12,",7",5,",7",1,",7",,,,,0,",7",0,",7",0,",7",6,",7",0,",7",,,,,0.6,",7,19,",,,,,31.2,",,7,28,",25,",7,06,",116.8,",,,7",1288.4,7,13.3,",,,7,3,2",14.4,",,,7,3,3",14.4,",,,7,3,5",212.4,",7",18.9,",,,7,3,2",17.2,"1,,,7,3,3",15,",,,7,3,5",8.9,",,,7,3,2",10.6,",,,7,3,3",12.2,",,,7,3,5",12.8,",,,7,3,2",12.8,"1,,,7,3,3",12.8,",,,7,3,5",11.1,",,,7,3,2",12.3,",,,7,3,3",13.4,",,,7,3,5",7.69,",,,7",15.7,",,,7,3,2",14.6,"1,,,7,3,3",14.2,",,,7,3,5",18.98,",,,7",103.2,",,,7",,,11.48,",7",16.81,",,,7",6.15,",,,7",,
USC00042294,2012-04,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",25.1,7,25.1,",7",6,",7",5,",7",0,",7",,,,,0,",7",0,",7",0,",7",17,",7",3,",7",,,,,0.6,",7,05,",,,,,21.8,",,7,13,",32.8,",7,23,+",174.7,",,,7",1403.9,7,22.8,",,,7,3,2",23.3,",,,7,3,3",21.7,",,,7,3,5",115.5,",7",31.1,",,,7,3,2",27.2,",,,7,3,3",22.2,",,,7,3,5",10.6,",,,7,3,2",12.2,",,,7,3,3",13.9,",,,7,3,5",15,",,,7,3,2",15,",,,7,3,3",14.4,",,,7,3,5",15.7,",,,7,3,2",16.8,",,,7,3,3",17.1,",,,7,3,5",11.28,",,,7",22.1,",,,7,3,2",20.1,",,,7,3,3",18,",,,7,3,5",25.44,",,,7",51.2,",,,7",,,15.32,",7",21.82,",,,7",8.82,",,,7",,
USC00042294,2012-05,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",84.4,7,59.3,",7",0,",7",0,",7",0,",7",,,,,0,",7",0,",7",0,",7",29,",7",7,",7",,,,,6.7,",7,02,",,,,,0,",,7,31,+",34.4,",7,13,+",307.8,",,,7",1423.6,7,25.6,",,,7,3,2",26.7,",,,7,3,3",26.1,",,,7,3,5",19.7,",7",32.8,",,,7,3,2",30,",,,7,3,3",26.7,",,,7,3,5",18.9,",,,7,3,2",20,",,,7,3,3",21.1,",,,7,3,5",23.3,",,,7,3,2",22.2,",,,7,3,3",21.7,",,,7,3,5",22.7,",,,7,3,2",23.8,",,,7,3,3",23.7,",,,7,3,5",13.24,"1,,,7",29.8,",,,7,3,2",27.5,",,,7,3,3",24.8,",,,7,3,5",29.76,"1,,,7",0,",,,7",,,19.61,",7",28.23,",,,7",10.99,",,,7",,
USC00042294,2012-06,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",200.9,7,116.5,"1,7",1,"1,7",0,"1,7",0,"1,7",,,,,0,"1,7",0,"1,7",0,"1,7",29,"1,7",14,"1,7",,,,,8.3,"1,7,05,",,,,,1,"1,,7,05,",39.4,"1,7,17,",340.2,"1,,,7",1434.5,7,28.9,"1,,,7,3,2",30,"1,,,7,3,3",28.9,"1,,,7,3,5",10.9,"1,7",37.2,"1,,,7,3,2",34.4,"1,,,7,3,3",30,"1,,,7,3,5",22.8,"1,,,7,3,2",24.4,"1,,,7,3,3",25.6,"1,,,7,3,5",28.3,"1,,,7,3,2",27.8,"1,,,7,3,3",26.7,"1,,,7,3,5",26.2,"1,,,7,3,2",27.3,"1,,,7,3,3",27.3,"1,,,7,3,5",14.92,"2,,,7",33.3,"1,,,7,3,2",31.2,"1,,,7,3,3",28.6,"1,,,7,3,5",31.62,"2,,,7",1,"1,,,7",,,21.97,"1,7",30.82,"1,,,7",13.13,"1,,,7",,
USC00042294,2012-07,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",337.7,7,136.8,"1,7",0,"1,7",0,"1,7",0,"1,7",,,,,0,"1,7",0,"1,7",0,"1,7",30,"1,7",19,"1,7",,,,,10,"1,7,06,",,,,,0,"1,,7,31,+",40,"1,7,12,",369,"1,,,7",2.2,7,30,"1,,,7,3,2",31.1,"1,,,7,3,3",30.6,"1,,,7,3,5",2.2,"1,7",38.3,"1,,,7,3,2",35.6,"1,,,7,3,3",31.7,"1,,,7,3,5",26.1,"1,,,7,3,2",27.2,"1,,,7,3,3",28.3,"1,,,7,3,5",31.7,"1,,,7,3,2",30.6,"1,,,7,3,3",29.4,"1,,,7,3,5",28,"1,,,7,3,2",29.3,"1,,,7,3,3",29.5,"1,,,7,3,5",16.35,"1,,,7",35.7,"1,,,7,3,2",33.2,"1,,,7,3,3",30.7,"1,,,7,3,5",34.02,"1,,,7",0,"1,,,7",,,22.82,"1,7",32.5,"1,,,7",13.14,"1,,,7",,
